Title,Rating,Genres,Tags,Watchers,Popularity,Cast,Synopsis
Eulachacha Waikiki ,8.6,"Comedy, Drama, Life, Romance","Babysitting, Bromance, Clumsy Female Lead, Cohabitation, Friends To Lovers, Mother-Daughter Relationship, Motherhood, Multiple Couples, Nice Male Lead, Secret Crush",59433.0,-0.11,"Go Won Hee, Jung In Sun, Kim Jung Hyun, Lee Joo Woo, Lee Yi Kyung, Son Seung Won","Three very different young men – Dong Goo, the bad luck incarnate who dreams of becoming a film director; Joon Ki, an eccentric actor who performs to make a living; and Doo Shik, a freelance writer who fiddles around doing nothing most of the time - open a guest house named “Waikiki” in Itaewon where many foreigners come to stay. Although they have no clue how to run it, they’re eager to earn money to pay for the production of their upcoming film.
Joined by Dong Goo’s younger sister Seo Jin, who actually manages the household in Waikiki; single mother Yoon Ah, who has made an unexpected landing in the guest house with her mysterious baby; and Dong Goo’s ex-girlfriend Soo Ah, they all start living together in an uncomfortable and suspicious atmosphere."
Extracurricular,8.43,"Crime, Drama, Psychological, Youth","Child Abandonment, Greed, High School, Illegal Business, Prostitution, Rich Female Lead, School Bullying, Sex Trafficking, Slight Romance, Smart Male Lead, Strong Female Lead, Student, Violence",84878.0,0.015,"Choi Min Soo, Jung Da Bin, Kim Dong Hee, Nam Yoon Su, Park Hyuk Kwon, Park Ju Hyun","""Extracurricular” is centered around four high school students who start committing crimes to earn money and the unpredictable dangers they face as a result. Ji Soo, who goes from a model student to a criminal after committing an unthinkable act. Jung Da Bin as school bully Min Hee, who gets caught up in Ji Soo’s crime. Park Joo Hyun will portray Ji Soo’s dangerous partner in crime Gyu Ri, while Nam Yoon Soo will appear as Min Hee’s boyfriend and the school’s most popular guy Ki Tae."
Extraordinary Attorney Woo,8.97,"Drama, Law, Life, Romance","Attorney Female Lead, Autism, Autistic Female Lead, Courtroom Setting, Father Supporting Character, Father-Daughter Relationship, Law Firm, Nice Male Lead, Single Mother, Slow Burn Romance, Smart Female Lead, Workplace Setting",131188.0,0.086,"Baek Ji Won, Jeon Bae Soo, Jin Kyung, Kang Ki Young, Kang Tae Oh, Park Eun Bin","Diagnosed with autism spectrum disorder, 27-year-old Woo Young Woo graduated at the top of her class from the prestigious Seoul National University for both college and law school due to her high IQ of 164, impressive memory, and creative thought process. Working as a lawyer, she finds herself struggling when it comes to social interactions."
Extraordinary Attorney Woo ,9.0,"Drama, Law, Life, Romance","Attorney Female Lead, Autism, Autistic Female Lead, Courtroom Setting, Father Supporting Character, Father-Daughter Relationship, Nice Male Lead, Single Mother, Slow Burn Romance, Smart Female Lead, Workplace Setting",71227.0,-0.141,"Kang Ki Young, Kang Tae Oh, Park Eun Bin","Diagnosed with autism spectrum disorder, 27-year-old Woo Young Woo graduated at the top of her class from the prestigious Seoul National University for both college and law school due to her high IQ of 164, impressive memory, and creative thought process. Working as a lawyer, she finds herself struggling when it comes to social interactions."
Extraordinary You,8.37,"Comedy, Fantasy, Romance, Youth","Adapted From A Webtoon, Amnesia, Character Development, Height Difference, High School, Illness, Love Triangle, Multiple Mains, Nice Male Lead, Sassy Female Lead, Strong Female Lead",136969.0,0.218,"Jung Gun Joo, Kim Hye Yoon, Kim Young Dae, Lee Jae Wook, Lee Na Eun, Lee Tae Ri, Ro Woon, Rowoon","What would you do if you found out that you were, in fact, a character in a comic? And an extra character on top of that? Change the course of the story, obviously! Eun Dan Oh is a 17-year-old high-school student from a wealthy family who suffers from a lifelong heart condition that inevitably means she will not live past her teenage years. However, when Dan Oh realizes she is experiencing long gaps in her memory as well, she comes into the unhappy realization of another fact in her life: she is a character in a Korean webtoon and all of her actions are predetermined by the artist who draws her. To make matters worse, she discovers she is only a supporting character in the cast. With her newfound understanding of the world she inhabits, she is determined to find true love in her own plot-line and circumvent the author’s plans for her character by utilizing the flashes of storyboard she alone is able to see."
Fight for My Way,8.5,"Business, Comedy, Romance, Sports","Badass Male Lead, Character Development, Childish Male Lead, First Love, Friends To Lovers, Hardworking Male Lead, Life Lesson, Nice Male Lead, Poor Male Lead, Secondary Couple",146512.0,0.229,"Ahn Jae Hong, Jin Hee Kyung, Kim Ji Won, Kim Sung Oh, Park Seo Joon, Song  Ha Yoon, Song Ha Yoon","Can you still go after your dreams without the right background? Ko Dong Man has always dreamed of becoming famous as a taekwondo athlete but now works as a contract employee in a mundane job. His bickering longtime friend, Choi Ae Ra, aspires to become a television anchor but works instead at the information desk of a department store.Their friends, Kim Joo Man and Baek Seol Hee have been dating for six years but face a new threat to their relationship.Can the four friends achieve their individual dreams despite having “third-rate” qualifications?(Source: Viki)"
Flower of Evil,9.1,"Crime, Melodrama, Romance, Thriller","Antisocial Personality Disorder, Deception, Detective Female Lead, Detective Fiction, Family Secret, Hidden Personality, Investigation, Married Couple, Mystery, Psychological, Psychopath, Serial Killer, Smart Female Lead, Suspense",153200.0,0.143,"Jang Hee Jin, Lee Jon Gi, Lee Joon Gi, Moon Chae Won, Nam Ki Ae, Seo Hyun Woo, Son Jong Hak","Although Baek Hee Sung is hiding a dark secret surrounding his true identity, he has established a happy family life and a successful career. He is a loving husband and doting father to his young daughter. But his perfect façade begins to crumble when his wife, Cha Ji Won, a homicide detective, begins investigating a string of serial murders from 15 years ago. Ji Won notices changes in Hee Sung’s behavior and begins to wonder if he could possibly be hiding something from her."
Flower of Evil ,9.1,"Crime, Melodrama, Romance, Thriller","Antisocial Personality Disorder, Deception, Family Secret, Hidden Identity, Hidden Personality, Investigation, Murder, Mystery, Smart Female Lead, Suspense",94811.0,-0.072,"Jang Hee Jin, Lee Joon Gi, Moon Chae Won, Seo Hyun Woo","Although Baek Hee Sung is hiding a dark secret surrounding his true identity, he has established a happy family life and a successful career. He is a loving husband and doting father to his young daughter. But his perfect façade begins to crumble when his wife, Cha Ji Won, a homicide detective, begins investigating a string of serial murders from 15 years ago. Ji Won notices changes in Hee Sung’s behavior and begins to wonder if he could possibly be hiding something from her."
Ghost Doctor ,8.6,"Comedy, Fantasy, Medical, Supernatural","Arrogant Male Lead, Bromance, Doctor Female Lead, Doctor Male Lead, Ghost, Ghost-seeing Male Lead, Rich Male Lead, Slight Romance, Spirit, Spirit Possession",27961.0,-0.226,"Kim Bum, Rain, Son Na Eun, Uee","Cha Young Min is a genius doctor, with excelling skills at surgery, but he is arrogant and selfish. One day, he gets involved in an accident and due to this, his spirit possesses another doctor's body, Seung Tak. These two doctors are complete opposites, with opposite personalities and medical abilities.
Young Min is arrogant and cold-blooded, only cares about his career and doesn't care about any of his patient's personal stories. Seung Tak is the luckiest and richest resident doctor whose grandfather is the founder of Myung-shin hospital and whose mother is the chairman of the hospital. Never wanting to be a good doctor, he becomes possessed by a ghost doctor."
Go Back Couple ,8.6,"Comedy, Fantasy, Life, Romance","1990s, Bromance, Failing Marriage, Hate Relationship, Love, Misunderstanding, Mother-Daughter Relationship, Sassy Female Lead, Second Chance Romance, Sismance, Time Travel",37662.0,-0.19,"Jang Na Ra, Son Ho Jun","38-years-old married couple, Choi Ban Do and Ma Jin Joo, were in love when they got married but now, hate each other and regret marrying at such a young age. Choi Ban Do has been burdened with being the breadwinner, and Ma Jin Joo is a housewife with low self-esteem. The couple travels through time and finds themselves as 20-year-old university students when they met for the first time."
Goblin,8.8,"Comedy, Fantasy, Melodrama, Romance","Age Gap, Bromance, Death, Dokkaebi, Fate, Grim Reaper, Heartfelt, Interspecies Romance, Older Man, Secondary Couple, Supernatural, Tearjerker, Younger Woman",254985.0,0.573,"Gong Yoo, Kim Go Eun, Lee Dong Wook, Lee El, Yoo In Na, Yook Sung Jae","Kim Shin was once an unbeatable general in Goryeo's military who died a tragic death. He now possesses immortality but is tired of living while everyone else around him dies. For 900 years, Kim Shin has searched for his bride, a mortal who can pull out the sword and end his life. One day, he encounters Ji Eun Tak, a positive, upbeat high school student who can see the dead and has gone through tragic events, yet still stays strong. She claims to be the Goblin's bride who can end his immortal life, but what appears to be an easy task, only gets complicated, as the two fall in love."
Goblin ,8.8,"Comedy, Fantasy, Melodrama, Romance","Bromance, Death, Dokkaebi, Fate, Heartfelt, Interspecies Romance, Older Man, Soulmates, Supernatural, Tearjerker, Younger Woman",192967.0,0.345,"Gong Yoo, Kim Go Eun, Lee Dong Wook, Yoo In Na, Yook Sung Jae","Kim Shin was once an unbeatable general in Goryeo's military who died a tragic death. He now possesses immortality but is tired of living while everyone else around him dies. For 900 years, Kim Shin has searched for his bride, a mortal who can pull out the sword and end his life. One day, he encounters Ji Eun Tak, a positive, upbeat high school student who can see the dead and has gone through tragic events, yet still stays strong. She claims to be the Goblin's bride who can end his immortal life, but what appears to be an easy task, only gets complicated, as the two fall in love."
Good Manager ,8.6,"Business, Comedy, Crime, Drama","Bromance, Character Development, Corruption, Eccentric Male Lead, Enemy Mine, Revenge, Smart Female Lead, Smart Male Lead, Social Satire, Strong Female Lead",33728.0,-0.205,"Jung Hye Sung, Lee Jun Ho, Nam Sang Mi, Namkoong Min","Can corporate politics turn a bad person into a good person? Kim Sung Ryong is a skilled accountant who works for gangsters. He makes his way into a company called TQ Group as a middle manager in the accounting department with the intention of embezzling money from the company. As he contends with hot-shot accountant Yoon Ha Kyung, financial prodigy Seo Yul and peppy intern Hong Ga Eun, Sung Ryong finds himself embroiled in office politics and notices other shenanigans by those in power that threaten to bring down the company. Sung Ryong slowly comes to realize that he’d rather fight against corporate corruption and fight for employees’ rights than complete the mission he originally came to do. Can he succeed at his new objective against all odds?"
Happiness,8.87,"Action, Drama, Fantasy, Sci-Fi, Thriller","Detective Male Lead, Determined Female Lead, Discrimination, Disease, Fake Marriage, Healthy Mains’ Relationship, Illness, Infectious Disease, Quarantine, Slow Burn Romance, Smart Male Lead, Strong Female Lead, Survival, Virus, Zombies",98169.0,-0.017,"Baek Hyun Jin, Han Hyo Joo, Jo  Woo Jin, Jo Woo Jin, Lee Joon Hyuk, Park Hyung Sik, Park Joo Hee",A deadly new strain of a virus is spreading throughout the city. An apartment building that is home to people from different classes remains in quarantine. Its residents must survive in their new habitat fearing both the virus and the potential conflicts between disparate social groups.
Happiness ,8.9,"Action, Drama, Sci-Fi, Thriller","Disease, Fake Marriage, Illness, Infectious Disease, Slow Burn Romance, Smart Male Lead, Strong Female Lead, Survival, Virus, Zombies",58696.0,-0.168,"Han Hyo Joo, Jo Woo Jin, Park Hyung Sik","Yoon Sae Bom is a special agent with quick wits and reflexes and another special quality. She earns the opportunity to move into a new apartment set aside for civil servants in a coveted apartment complex by pretending to marry high school friend Jung Yi Hyun. Yi Hyun is a detective investigating the spread of a mysterious disease. They are trapped in their apartment building when Han Tae Seok, head of the task force to control the spread of the disease, orders the complex to be sealed off from the rest of the city.
Quarantine and disease reveal a social caste system, bringing out the best and worst of the apartment residents."
He Is Psychometric,8.37,"Mystery, Romance, Supernatural, Thriller","Airhead Male Lead, Bromance, Death, Investigation, Nice Male Lead, Psychometry, Sassy Female Lead, Slow Romance, Smart Female Lead, Special Power, Strong Female Lead, Supernatural Power, Tragic Past",96254.0,0.068,"Go Yoon Jung, Go Youn Jung, Kim Da Som, Kim Kwon, Noh Jong Hyun, Park Jin Young, Shin Ye Eun","After losing his parents in a fire, Lee Ahn acquires the power of psychometry, the ability to read a person or an object's past through physical contact, and he decides to use it to take bad people down. While he does not know how to control his power yet, he meets Yoon Jae In who tries her best to hide her painful secrets. Together with his foster guardian, prosecutor Kang Seong Mo, and the latter's colleague, investigator Eun Ji Soo, they team up to solve an elusive case that has been haunting the lives of Ahn, Sung Mo, and Jae In. The case revolves around the life of prosecutor Kang's mother and father, who were the main cause of the fire. Jae In and Lee Ahn heal each other through their past present and future and find the culprit."
Healer,8.87,"Action, Mystery, Romance, Thriller","Badass Male Lead, Childish Female Lead, Corruption, Death, Double Identity, Fight, Hardworking Female Lead, Hidden Identity, Reporter, Sassy Female Lead, Secret, Smart Male Lead, Strong Male Lead, Trauma",157401.0,0.201,"Do Ji Won, Ji Chang Wook, Kim  Mi Kyung, Park Min Young, Park Sang Won, Yoo Ji Tae","Seo Jung Hoo is a special kind of night courier, known only as ""Healer"" by his clients. For the right price and with the help of a genius hacker, he gets his clients whatever they want, as long as it doesn't involve murder. His latest job leads him to a second-rate tabloid writer, Chae Young Shin, and the successful reporter, Kim Moon Ho. He begins to uncover the mystery of his own shared past with the two reporters, thus putting them all in danger. Edit Translation  English Русский Ελληνικά Italiano"
Healer ,8.9,"Action, Mystery, Romance, Thriller","Badass Male Lead, Childish Female Lead, Double Identity, Fight, Hardworking Female Lead, Hidden Identity, Sassy Female Lead, Smart Male Lead, Strong Male Lead, Trauma",125028.0,0.076,"Ji Chang Wook, Park Min Young, Yoo Ji Tae","Seo Jung Hoo is a special kind of night courier, known only as ""Healer"" by his clients. For the right price and with the help of a genius hacker, he gets his clients whatever they want, as long as it doesn't involve murder. His latest job leads him to a second-rate tabloid writer, Chae Young Shin, and the successful reporter, Kim Moon Ho. He begins to uncover the mystery of his own shared past with the two reporters, thus putting them all in danger."
Her Private Life,8.37,"Business, Comedy, Drama, Romance","Art, Boss-Employee Relationship, Calm Male Lead, Eccentric Female Lead, Fan Culture, Hidden Personality, Independent Female Lead, Orphan Male Lead, Sismance, Smart Male Lead, Steamy Kiss, Strong Female Lead",138021.0,0.222,"Ahn Bo Hyun, Kim Bo Ra, Kim Jae Wook, One, Park Jin Joo, Park Min Young","A dedicated professional, Sung Deok Mi lives for her work as an art gallery curator. Devoting herself to her work, she is exceptional in every way, save one. Beneath that cool, professional facade, Deok Mi carries a dark secret. A secret she desperately wants to keep from the world. A secret that has driven lovers away. A secret that rules every moment of her personal life... Sung Deok Mi is the ultimate Cha Shi An fangirl. The devoted manager of a Shi An fansite, Deok Mi eats, breathes, and sleeps for Shi An. He is her sun, her moon. Her entire universe revolves around him. This is the secret Deok Mi must hide from the world. And hide it she does. At least until Ryan Gold, the art gallery’s new director, saunters into her life. A once famous painter, the former artist turned director considers himself an indifferent being, unconcerned with the lives of others. But when he uncovers Deok Mi’s secret, everything changes."
Hometown Cha-Cha-Cha,8.77,"Comedy, Drama, Life, Romance","Bickering Couple, Character Development, Cheerful Male Lead, Confident Female Lead, Dentist, Hardworking Female Lead, Hardworking Male Lead, Healing, Kind-hearted Male Lead, Nice Female Lead, Nice Male Lead, Opposites Attract, Rural Life, Rural Village, Smart Female Lead",132071.0,0.126,"In Gyo Jin, Jo Han Chul, Kim Seon Ho, Lee Bong Ryun, Lee Sang Yi, Shin Min Ah",Hometown Cha-Cha-Cha is a love story set in the seaside village of Gongjin.
Hometown Cha-Cha-Cha ,8.7,"Comedy, Drama, Life, Romance","Character Development, Cheerful Male Lead, Hardworking Female Lead, Hardworking Male Lead, Healing, Jack Of All Trades, Nice Female Lead, Nice Male Lead, Opposites Attract, Smart Female Lead",81956.0,-0.046,"Kim Seon Ho, Lee Sang Yi, Shin Min Ah","After a conflict with her boss, dentist Yoon Hye Jin escapes the city to a seaside village where she had vacationed as a young girl. When she learns the village is without a dentist she decides to set up her practice there permanently. But the former city-dweller's stiff and guarded demeanor almost immediately rubs the locals the wrong way. In steps the free-spirited jack of all trades, Hong Do Shik, to help her learn to navigate life in a small village, albeit they don't hit it off well at first either."
Hospital Playlist,9.1,"Comedy, Drama, Friendship, Life, Medical, Romance","Best Friends, Bromance, Friendship, Healing, Hospital, Multiple Couples, Multiple Mains, Music, Nice Male Lead, Slight Romance, Slow Romance, Smart Female Lead, Strong Female Lead, Strong Friendship",119851.0,0.02,"Jeon Mi Do, Jo Jung Suk, Jung Kyung Ho, Kim Dae Myung, Shin Hyun Bin, Yoo Yeon Seok","The stories of people going through their days that are seemingly ordinary but actually special, at the hospital, a place known as the microcosm of life, where someone is being born and someone's life meets their ending. The five doctors are long-time friends of 20 years who started their undergrad in 1999 in the same medical school and now are colleagues in the same hospital and have a band together."
Hospital Playlist ,9.1,"Drama, Life, Medical, Romance","Bromance, Healing, Heartfelt, Multiple Couples, Multiple Mains, Nice Female Lead, Nice Male Lead, Slight Romance, Slow Romance, Strong Female Lead",81568.0,-0.121,"Jeon Mi Do, Jo Jung Suk, Jung Kyung Ho, Kim Dae Myung, Yoo Yeon Seok","The stories of people going through their days are seemingly ordinary but actually special at the hospital, a place known as the microcosm of life, where someone is being born and someone's life meets its ending. The five doctors are long-time friends of 20 years who started their undergrad in 1999 in the same medical school and now are colleagues in the same hospital and have a band together."
Hospital Playlist Season 2,9.1,"Drama, Life, Medical, Romance","Band, Bromance, Cardiovascular Disease, Comedy, Multiple Couples, Multiple Mains, Music, Smart Female Lead, Strong Female Lead, Workplace Setting",43574.0,-0.261,"Jeon Mi Do, Jo Jung Suk, Jung Kyung Ho, Kim Dae Myung, Shin Hyun Bin, Yoo Yeon Seok","Everyday is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist."
Hot Stove League ,8.7,"Drama, Melodrama, Sports","Baseball, Calm Male Lead, Competition, Corruption, Hardworking Female Lead, Hardworking Male Lead, Smart Male Lead, Successful Male Lead, Teamwork, Tough Male Lead",20925.0,-0.271,"Cho Byeong Kyu, Namkoong Min, Oh Jung Se, Park Eun Bin","About the preparation period of a major league baseball team. The drama focuses on a loser team that prepares for an extraordinary season upon the arrival of their new general manager, and each episode will focus on a problem they have as they prepare to become a stronger team.
Se Young is the youngest head of the management team of Dreams, a cellar-dwelling baseball team. She's highly recognized for her perseverance and intense passion for the team. One day, Seung Su is appointed as a general manager. Although he's been working in the sports field, the teams he led to the championship were unpopular, and some of them were even disbanded after winning the league due to the financial difficulties of their parent companies. Would this unlucky new general manager be able to steer Dreams to the championship with passionate Se Young?
Han Jae Hee, an energetic man, who is the grandson of a furniture maker. Kim Young Chae, who is a softball player turned sports announcer. Yoo Min Ho, a pitcher, who is crazy about baseball."
Hotel del Luna,8.67,"Comedy, Fantasy, Horror, Romance","Boss-Employee Relationship, Cold Woman, Death, Flashback To Past, Ghost, Ghost-seeing Male Lead, Hotel, Immortal, Nice Male Lead, Rich Female Lead, Smart Female Lead, Strong Female Lead, Strong Friendship, Supernatural, Warm Man",183598.0,0.334,"Bae Hae Seon, IU, Jo Hyun Chul, P.O, Shin Jung Keun, Yeo Jin Goo","Nestled deep in the heart of Seoul’s thriving downtown sits a curious hotel, the like of which no one has ever seen before. Old beyond measure, the building has stood for millennia, an ever-present testament to the fact that things are not always what they seem. Running this hotel is Jang Man Wol, a greedy, suspicious soul who has spent the past thousand years acting as the establishment’s CEO. Bound to the hotel by a deity who keeps her there to save her from going berserk and self-destruction with rage, hatred and thirst for revenge. Her only hope of escape is if she could let go of her resentment and hatred, and find love. Trapped in her resentment for a betrayal, Man Wol is doomed to spend all of the eternity running this odd establishment, catering to the needs of the most peculiar clientele. "
Hotel del Luna ,8.6,"Comedy, Fantasy, Horror, Romance","Boss-Employee Relationship, Death, Flashback To Past, Ghost, Ghost-seeing Male Lead, Nice Male Lead, Rich Female Lead, Smart Female Lead, Strong Female Lead, Supernatural",134694.0,0.167,"IU, Yeo Jin Goo","Nestled deep in the heart of Seoul’s thriving downtown sits a curious hotel, the like of which no one has ever seen before. Old beyond measure, the building has stood for millennia, an ever-present testament to the fact that things are not always what they seem. Running this hotel is Jang Man Wol, a greedy, suspicious soul who has spent the past thousand years acting as the establishment’s CEO.
Bound to the hotel by a deity who keeps her there to save her from going berserk and self-destruction with rage, hatred and thirst for revenge. Her only hope of escape is if she can let go of her resentment and hatred and find love. Trapped in her resentment for a betrayal, Man Wol is doomed to spend all of eternity running this odd establishment, catering to the needs of the most peculiar clientele.
Things take an interesting turn when Goo Chan Sung shows up. Once the youngest assistant manager ever to work at a multinational hotel corporation, Chan Sung finds himself forced to manage the Hotel del Luna because of a deal his father made with Man Wol years ago. Excellent with managing money, he starts to put Jang's excessive spending and disastrous financial situation in order; that may be exactly what this odd establishment and its cursed CEO needs."
Hwarang,8.0,"Action, Comedy, Historical, Romance","Bromance, Competition, Death, Hardworking Male Lead, Hwarang, Identity Swap, Jinheung, Love Triangle, Nice Male Lead, Silla Dynasty",108253.0,0.181,"Choi Min Ho, Do Ji Han, Go A Ra, Go Ah Ra, Park Hyung Sik, Park Seo Joon, Seo Yea Ji","The names of just a few Hwarangs are recorded in history. Not many people these days truly know about Hwarangs. How did they start? How did beautiful looking young men become at the center of unifying old Korea's Three Kingdoms? To these countless questions, we look forward to finding the answers. Let's imagine how life must have been for young people of Silla back in the 6th century. Let us tell you a story about their friendships and love.(Source: KBS Wold)"
I Hear Your Voice,8.5,"Law, Mystery, Romance, Supernatural","Age Gap, Cohabitation, Death, Love Triangle, Male Chases Female First, Mind Reading, Older Woman, Orphan Male Lead, Revenge, Smart Female Lead, Special Power, Strong Female Lead, Trauma, Younger Man",96680.0,0.046,"Jung Woong In, Lee Bo Young, Lee Da Hee, Lee Jong Suk, Yoon Joo Sang, Yoon Sang Hyun","Jang Hye Sung, a bold, sassy, thick-faced, comical, and a materialistic public defender who becomes a lawyer after overcoming poverty and painful memories from her childhood, comes to realization about society and justice after meeting Park Soo Ha, a 19-year-old boy who reads other people’s thoughts and Cha Kwan Woo, an innocent lawyer who lives a disciplined life. Jang Hye Sung is actually Soo Ha's first love after she gave a decisive testimony on his father's murder case 10 years ago and Soo Ha promised to protect her from the killer's threats. Meanwhile, Cha Kwan Woo is Jang Hye Sung's fellow lawyer, a cheerful and an idealistic former cop even though his character is a bit slow, he is nice and pleasant with a firm idea of his principles and justice. Together they will team up to find the justice in the courtroom and solve the toughest cases with less than 1% chance of winning."
I'm Not a Robot,8.37,"Comedy, Drama, Romance, Sci-Fi","Double Identity, Eccentric Male Lead, Forgiveness, Haphephobia, Hardworking Female Lead, Healing, Hidden Identity, Illness, Rich Male Lead, Robot, Sismance",146959.0,0.255,"Chae Soo Bin, Go Geon Han, Park Se Wan, Song Jae Ryong, Uhm Ki Joon, Yoo Seung Ho","Kim Min Kyu is the largest shareholder of a financial company. He suffers from a ""human allergy"", preventing him from normal interactions with other people. He becomes interested in a robotic project named Aji-3 created by the Santa Maria robotic team. The team is headed by Hong Baek Gyun, inventor of Aji-3 and world-renowned robotics professor. He modeled Aji-3 after his ex-girlfriend, Jo Ji Ah, a struggling inventor that also works as a personal shopper to make ends meet. Just when Kim Min Kyu wants to test the robot, an accident causes the malfunction of the robot's battery. Hong Baek Gyun begs Jo Ji Ah to take the place of Aji-3 and pretend to be the robot so they can get funding from Kim Min Kyu. But, Aji-3 becomes the closest thing that the lonely Min Kyu has to real contact with another person."
It's Okay to Not Be Okay,8.97,"Comedy, Drama, Psychological, Romance","Badass Female Lead, Caregiver, Childhood Connection, Emotionally Wounded, Healing, Independent Female Lead, Melodrama, Mental Health, Mental Illness, Possessive Female Lead, Psychiatry, Selfless Male Lead, Sibling Relationship, Successful Female Lead, Trauma",215957.0,0.398,"Jang Young Nam, Kim Chang Wan, Kim Soo Hyun, Oh Jung Se, Park Gyu Young, Seo Yea Ji","Moon Gang Tae is a community health worker at a psychiatric ward who was blessed with everything including a great body, smarts, ability to sympathize with others, patience, ability to react quickly, stamina, and more. Meanwhile, Ko Moon Young is a popular writer of children’s literature who, due to suffering from an antisocial personality disorder, seems extremely selfish, arrogant, and rude."
It's Okay to Not Be Okay ,8.9,"Comedy, Drama, Psychological, Romance","Badass Female Lead, Childhood Connection, Healing, Independent Female Lead, Melodrama, Possessive Female Lead, Psychiatry, Selfless Male Lead, Successful Female Lead, Trauma",150712.0,0.171,"Kim Soo Hyun, Oh Jung Se, Seo Yea Ji","Moon Gang Tae is a community health worker at a psychiatric ward who was blessed with everything including a great body, smarts, ability to sympathize with others, patience, ability to react quickly, stamina, and more. Meanwhile, Ko Moon Young is a popular writer of children’s literature who, due to suffering from an antisocial personality disorder, seems extremely selfish, arrogant, and rude.
Moon Gang Tae denies love and Ko Moon Young doesn’t know it. The two defy fate and fall in love, finding their souls and identities in the process."
"It's Okay, That's Love",8.6,"Comedy, Drama, Melodrama, Psychological, Romance","Adult Romance, Charming Male Lead, Cheerful Male Lead, Cohabitation, Hallucination, Healing, Heartbreak, Housemates, Male Chases Female First, Melodrama, Mental Health, Psychiatrist Female Lead, Psychiatry, Rich Male Lead, Strong Female Lead, Tourette Syndrome, Trauma",93742.0,0.016,"Gong Hyo Jin, Jin Kyung, Jo In Sung, Lee Kwang Soo, Lee Sung Kyung, Sung Dong Il, Zo In Sung","Despite being a bit of a prickly pear, Jang Jae Yeol has become famous for authoring mystery novels and for hosting a popular radio show. While sitting on a talk show panel with psychiatrist Ji Hae Soo, it became clear to all that the two just rubbed each other the wrong way. "
"It's Okay, That's Love ",8.6,"Comedy, Drama, Psychological, Romance","Adult Romance, Cheerful Male Lead, Cohabitation, Hallucination, Healing, Melodrama, Psychiatry, Rich Male Lead, Strong Female Lead, Trauma",80709.0,-0.032,"Gong Hyo Jin, Zo In Sung","Despite being a bit of a prickly pear, Jang Jae Yeol has become famous for authoring mystery novels and for hosting a popular radio show. While sitting on a talk show panel with psychiatrist Ji Hae Soo, it became clear to all that the two just rubbed each other the wrong way.
The unthinkable happens when Jae Yeol’s girlfriend plagiarizes his work, forcing him to lie low until the media storm blows over. Only then he can prove his innocence. Jae Yeol moves into a house he owns but rents out. One of the current tenants, is none other than Hae Soo, unwittingly making them housemates.
Add to the mix Jo Dong Min, Hae Soo’s senior colleague and fellow psychiatrist, and Park Soo Kwang, a young man with Tourette’s Syndrome. As personalities clash, Jae Yeol and Hae Soo help the other heal from their deeply-rooted emotional scars."
Itaewon Class,8.47,"Business, Drama, Life, Romance","Adapted From A Webtoon, Badass Female Lead, Boss-Employee Relationship, Female Chases Male First, Hardworking Male Lead, Love Triangle, Nice Male Lead, Revenge, Smart Female Lead, Strong Female Lead, Time Skip, Tragic Past",150987.0,0.251,"Ahn Bo Hyun, Kim Da Mi, Kim Dong Hee, Kwon Na Ra, Park Seo Joon, Yoo Jae Myung","Park Saeroyi's life has been turned upside down after he gets expelled from school for punching a bully and his father is killed in an accident. Following his father's steps, he opens a pub named ""DanBam"" in Itaewon and, along with his manager and staff, strive towards success and reaching greater heights."
Jewel in the Palace ,8.6,"Food, Historical, Medical, Romance","Cooking, Doctor Female Lead, Joseon Dynasty, Nice Male Lead, Orphan Female Lead, Queen Dowager Supporting Character, Royal Rules And Etiquette, Slow Burn Romance, Smart Female Lead, Strong Female Lead",16545.0,-0.268,"Hong Ri Na, Im Ho, Ji Jin Hee, Lee Young Ae","About 500 years ago during the time of Chosun Dynasty, Korea boasted a rigidly hierarchical and male dominated social structure. Based on a true story about a legendary girl, Jang Geum, who became the first woman to be the supreme royal physician of her times. Despite her poor condition as a low class girl in the male dominated society, Jang Geum overcame a series of social discrimination and landed herself as a royal cook, later becoming the royal physician, then ultimately the physician in charge of the king. She was even given by the king the title ""The Great Jang Geum."" The story of her checkered life on her success and breakdown as well as her love story beautifully unfold."
Just Between Lovers,8.57,"Melodrama, Psychological, Romance","Death, Disaster, Fated Love, Hardworking Female Lead, Hardworking Male Lead, Healing, Orphan Male Lead, Phobia, Poor Male Lead, Strong Female Lead, Survivor Guilt, Tearjerker, Trauma",93464.0,0.021,"Kang Han Na, Kim Hye Joon, Lee Jun Ho, Lee Ki Woo, Won Jin A, Won Jin Ah, Yoon Se Ah","A major accident takes the lives of 48 people. The lives of the survivors, those who lost loved ones and those connected to the parties blamed for the tragic event are also marked forever."
